Snowball Map,ID,Name,Opening Hours,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Contact Email,Contact Phone,Established,Estimated Employees,Business Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range
51675,29496fb8236de4b4,China Village Cuisine,"Mon-Tue Closed, Wed-Sat 3:30pm-9pm, Sun 3:30pm-8:30pm",118 Talbot St E,Leamington,ON,N8H 1L5,Canada,George,Phan,,,,,(519) 326-0880,1,,Chinese,$$
51676,296c9ed18c9996b7,Yo Sushi,Daily 11:30am-10pm,103 King St W,Kitchener,ON,N2G 1A7,Canada,,,,,,,(519) 568-7566,0,,Japanese,$$
51677,2971a25e7ec0f6e2,Little Saigon Vietnamese Restaurant,,66 Mall Rd,Hamilton,ON,L8V 5B9,Canada,Paul,Huynh,,,,,(905) 389-9826,1,littlesaigonhamilton@yahoo.ca,Japanese; Vietnamese; Thai,$$$
51678,297841c877892ca0,Flying Tiger Restaurant,Daily 3pm-1am,1545 University Ave W,Windsor,ON,N9B 1C1,Canada,,,,,,,(519) 253-8082,0,,Chinese,$$
51679,29820216b621ec4c,Ming's Kitchen,"Mon 11am-8:30pm, Tue Closed, Wed 11:30am-9pm, Thu 11am-9pm, Fri 11am-9:30pm, Sat Noon-9:30pm, Sun Noon-9pm",495 Main St W,Port Colborne,ON,L3K 3W3,Canada,,,,,,,(905) 834-6683,0,,Chinese,$$$
51680,2986039cc7fd6179,Hakka N' Jerk,Daily 11:30am-1am,296 Gerrard St E,Toronto,ON,M5A 2G4,Canada,,,info@hakkanjerk.com,,,,(647) 278-8086,0,info@hakkanjerk.com,Indian; Caribbean; Chinese,
51681,29915952bf96ddc1,Big Bear Sushi,,222 Spadina Ave,Toronto,ON,M5T 3B3,Canada,,,,,,,(438) 725-9999,0,,Japanese; Chinese,
51682,29a58d63b385307c,Hing's Kitchen,"Mon 11am-8:30pm, Tue Closed, Wed-Sun 11am-8:30pm",2890 Major MacKenzie Dr E,Markham,ON,L6C 0G6,Canada,,,,,,,(905) 887-8388,0,,Chinese,$
51683,2a0837b55b37e8c1,New Hong Kong,"Mon 1:30pm-9pm, Tue Closed, Wed-Sun 1:30pm-9pm",1800 Dundas St E,Whitby,ON,L1N 2L4,Canada,Tom,Seto,,,2001,,(905) 579-8828,1,,Chinese,$
51684,2a0c3c9fe5c1ee70,Ming's,,109 Main St,Cambridge,ON,N1R 1W1,Canada,,,,,,,(519) 621-1818,0,,Chinese,$
51685,2a1c61f55da49830,Tao's Chinese Kitchen,"Mon 11:30am-9:30pm, Tue Closed, Wed-Thu 11:30am-9:30pm, Fri-Sat 11:30am-10pm, Sun 11:30am-9:30pm",390 Steeles Ave W,Vaughan,ON,L4J 6X2,Canada,,,,,,,(905) 707-0889,0,,Chinese,
51686,2a2938aea27838b9,Wei's Taiwanese Food,"Mon 11am-7:30pm, Tue Closed, Wed-Sat 11am-7:30pm, Sun 11am-5pm",2578 Birchmount Rd,Toronto,ON,M1T 2M5,Canada,,,weistaiwanesefoods@gmail.com,,,,(416) 754-4605,0,weistaiwanesefoods@gmail.com,Taiwanese,$
51687,2a7100ced830874b,DABINJIA (MISS),,2555 Erin Centre Blvd,Mississauga,ON,L5M 5G9,Canada,,,,,,,(905) 597-0143,0,,Chinese,
51688,2a8f9bb58bad2b72,Mother Tongue,"Mon-Thu Noon-10pm, Fri-Sat Noon-11pm, Sun Noon-10pm",166 Jozo Weider Blvd,Blue Mountains,ON,L9Y 0V2,Canada,,,,,,,(705) 293-1266,0,,Chinese,
51689,2ab2451a24db93dd,Hakka Flavours,"Mon-Thu 11:30am-8:30pm, Fri 11:30am-9:30pm, Sat Noon-9:30pm, Sun Closed",2880 Queen St E,Brampton,ON,L6S 6E8,Canada,L. I. Ki,Hsiang,,,,,(905) 789-8788,1,,Chinese,$$
51690,2ab3201bee62fa47,Mandarin Ogilvie,,1137 Ogilvie Rd,Ottawa,ON,K1J 7P6,Canada,John,Shienh,,,1990,,(613) 749-8838,1,,Chinese; Thai,$$
51691,2b05830c712afb26,The Momo House,Daily Noon-9pm,679 Danforth Ave,Toronto,ON,M4J 1L2,Canada,,,,,,,(416) 461-0050,0,,Chinese,
51692,2b50b8c1d4550858,Boru Ramen,,1371 Beaverbrook Ave,London,ON,N6H 0J1,Canada,,,,,,,(519) 657-6866,0,,Japanese,
51693,2b636ce452b5708f,Takedon Ottawa,"Mon-Thu 10:30am-6:30pm, Fri 10:30am-7pm, Sat-Sun Closed",1101 Prince of Wales Dr,Ottawa,ON,K2C 3W7,Canada,,,takedon.ottawa@gmail.com,,,,(613) 422-8866,0,takedon.ottawa@gmail.com,Korean; Japanese; Vietnamese; Chinese; Thai,
51694,2b6c077b63abf9dd,Sushi Maki House,"Mon-Fri 11am-9pm, Sat-Sun 3pm-9pm",645 Lakeshore Rd E,Mississauga,ON,L5G 1J5,Canada,,,,,,,(905) 271-0517,0,,Korean; Japanese,$
51695,2b7fb7e680bd4dbe,Hakka Delicious,"Mon-Thu 1pm-2am, Fri-Sat Noon-2am, Sun 1pm-2am",1022 Barton St E,Hamilton,ON,L8L 3E4,Canada,,,,,,,(289) 689-7457,0,,Indian; Chinese,
51696,2b9113463089038f,CW Coop's Angus,"Mon 11:30am-9pm, Tue 11:30am-11pm, Wed-Thu 11:30am-9pm, Fri-Sat 11:30am-11pm, Sun 11:30am-9pm",2 Massey St,Essa,ON,L0M 1B0,Canada,Bob,Gravel,,,,,(705) 424-3737,1,cwcoopsangus@gmail.com,American; Creole; Cajun,$$
51697,2b9940f53f7ae798,The Daily Dumpling,"Mon-Wed 11:30am-8pm, Thu-Sat 11:30am-10pm, Sun 11:30am-8pm",750 Spadina Ave,Toronto,ON,M5S 2J2,Canada,,,hello@thedailydumpling.com,,,,(416) 929-4118,0,hello@thedailydumpling.com,Chinese,$$
51698,2b9a0cf27321ceab,Guirei Japanese Restaurant,"Mon 11:30am-9pm, Tue Closed, Wed-Thu 11:30am-9pm, Fri 11:30am-9:30pm, Sat-Sun Noon-9:30pm",600 Queens Quay W,Toronto,ON,M5V 3M3,Canada,,,guireitoronto@gmail.com,,2002,,(416) 977-6111,0,guireitoronto@gmail.com,Japanese,$$
51699,2b9ba24b0d85aa7a,Shanghai Court,,8360 Kennedy Rd,Markham,ON,L3R 9W4,Canada,Choyen,Hsieh,,,,,(905) 948-1389,1,,Chinese,$
51700,2ba3ecc687621184,Kung Pao Wok,Daily 10am-10pm,419 King St W,Oshawa,ON,L1J 2K4,Canada,,,info@oshawacentre.com,,,,(905) 432-8818,0,info@oshawacentre.com,Chinese,$$
51701,2bb821d36fe4980e,Dragon Court,Daily 11:30am-9pm,988 King St W,Hamilton,ON,L8S 1L1,Canada,,,,,,,(905) 522-1999,0,,Chinese,$$
51702,2bc210b94957ca18,Ona Noodle Indonesian & Asian Cuisine,,797 Gerrard St E,Toronto,ON,M4M 1Y5,Canada,,,,,,,(647) 643-3560,0,,Chinese,
51703,2bf98fda20a49b0a,Da Nian Chu Yi Tie Guo Tun,Daily 11am-11pm,4771 Steeles Ave E,Toronto,ON,M1V 4S5,Canada,,,,,,,(416) 293-3882,0,,Chinese,
51704,2c21d7f598271c7c,Lucky Restaurant,"Mon Closed, Tue-Thu 4pm-10pm, Fri-Sat 4pm-Midnight, Sun 4pm-9pm",229 Hamilton Rd,London,ON,N5Z 1P9,Canada,Jason,Moon,,,,,(519) 433-6191,1,info@sirved.com,Chinese,$
51705,2c3abf2d25935192,Charlie's Poke and Sushi (Upper James),,970 Upper James St,Hamilton,ON,L9C 3A5,Canada,,,,,,,(905) 735-9888,0,,Japanese,$
51706,2c63ba7c33acf164,Sunshine Chinese Restaurant,"Mon Closed, Tue-Fri 11am-8pm, Sat-Sun 3pm-8pm",33994 King St,Bluewater,ON,N0M 2T0,Canada,,,,,,,(519) 236-8618,0,,Chinese,
51707,2c8342fa97167944,AKA-ONI Ramen & Izakaya,"Mon-Thu 11:30am-3:30pm 5:30pm-11pm, Fri 11:30am-3:30pm 5:30pm-Midnight, Sat 11:30am-3:30pm 5pm-Midnight, Sun 11:30am-3:30pm 5pm-11pm",550 HWY-7 E,Richmond Hill,ON,L4B 3Z4,Canada,,,,,,,(365) 366-8357,0,,Japanese,$$$
51708,2c86eefdf177d074,SUSHI HON,"Mon Closed, Tue-Thu 4pm-9pm, Fri-Sat 4pm-9:30pm, Sun Closed",70 Hurontario St,Collingwood,ON,L9Y 2L6,Canada,Ian,Choi,,,,,(705) 444-0099,1,thesushihon@gmail.com,Japanese,$$
51709,2c9d8f35d6ad999c,Miss Fu in Chengdu,Daily Noon-2am,5441 Yonge St,Toronto,ON,M2N 5S1,Canada,,,,,,,(416) 551-8690,0,,Chinese,$
51710,2caaa52d6b8b4f74,King's Oshawa Buffet,Daily 2pm-9pm,600 Grandview St S,Oshawa,ON,L1H 8P4,Canada,,,,,,,(905) 432-7520,0,,Chinese,$
51711,2cb55a6f0a945dae,Kikaku Sushi Bar,"Mon-Thu Noon-8pm, Fri-Sun Noon-9pm",Jozo Weider Blvd,Blue Mountains,ON,L9Y 0V2,Canada,,,,,,,(705) 293-7373,0,,Japanese,
51712,2cb6e9e591fc4752,Hakka Fusion,"Mon Closed, Tue-Sun 11:30am-9:30pm",1670 Kingston Rd,Pickering,ON,L1V 5R1,Canada,,,hakkafusion1670@gmail.com,,2013,,(905) 428-4556,0,hakkafusion1670@gmail.com,Indian; Chinese,$$
51713,2ccce191aeffc63f,Yunshang Rice Noodle First Markham Place | 10% OFF (MK),"Mon-Thu 11am-10pm, Fri-Sat 11am-10:30pm, Sun 11am-10pm",3235 HWY-7,Markham,ON,L3R 3P3,Canada,,,,,,,(905) 604-5789,0,,Chinese,$
51714,2cd4f618cc88c8f3,Marathon Donuts,,3300 Midland Ave,Toronto,ON,M1V 4A1,Canada,,,,,,,(416) 299-9511,0,,Chinese,$
51715,2cda569b0ffdeb1b,Film Cafe,"Mon 8am-1am, Tue-Sat 8am-2am, Sun 8am-1:30am",230 Augusta Ave,Toronto,ON,M5T 2L6,Canada,,,filmcafe230@gmail.com,,2014,,(647) 347-1913,0,filmcafe230@gmail.com,Japanese,$$
51716,2cdb4b7c75b92a01,7 BAO Chinese Cuisine,,79 Davis St E,Quinte West,ON,K8V 4K9,Canada,,,7baochinese@gmail.com,,,,(613) 701-1070,0,7baochinese@gmail.com,Chinese,$$
51717,2cde71b65ee8989a,Shaxian Snacks,Daily 11am-11pm,3280 Midland Ave,Toronto,ON,M1V 4W8,Canada,,,,,,,(416) 754-3248,0,,Chinese,$
51718,2ce1547034cfddf5,Kinhao Sushi,Daily 11am-10pm,2040 Algonquin Rd,Greater Sudbury,ON,P3E 4Z6,Canada,,,,,,,(705) 470-3111,0,,Korean; Japanese; Vietnamese; Chinese; Thai,$$
51719,2ce8364566cce47b,Tai chi Restaurant chinese food,Daily Noon-10:30pm,4190 Kingston Rd,Toronto,ON,M1E 4W1,Canada,,,,,,,(416) 282-8828,0,,Chinese,
51720,2d1da45fc2b2de46,TA'AM Cuisine,"Mon Closed, Tue-Sun Noon-10pm",1107 Lorne Park Rd,Mississauga,ON,L5H 3A1,Canada,,,,,,,(905) 891-8888,0,,Chinese,$
51721,2d455b5652329a7f,Gao's Braised Chicken Rice Gao Shi Ji Huang Men Ji Scarborough,,633 Silver Star Blvd,Toronto,ON,M1V 5N1,Canada,,,,,,,(416) 893-9733,0,,Chinese,$
51722,2d4f713094c11135,Poop Cafe,"Mon-Fri Noon-10pm, Sat-Sun 11am-10pm",678 Bloor St W,Toronto,ON,M6G 1L2,Canada,,,,,,,(416) 535-7667,0,,Korean; Japanese; Vietnamese,$
51723,2d58d080a0ad0c23,Lee's Kitchen,"Mon Closed, Tue-Thu 11:30am-9pm, Fri-Sat 11:30am-9:30pm, Sun 11:30am-9pm",5694 HWY-7,Markham,ON,L3P 1B4,Canada,Wei,Lee,,,,,(905) 471-6602,1,,Chinese; Thai,
51724,2d5927dc0e7d6b35,Mr. Tian Restaurant,,75 Dalhousie St,Brantford,ON,N3T 2J1,Canada,,,,,,,(519) 753-9088,0,,Chinese,$
51725,2d71f664fe743eee,D-lite's,"Mon-Thu 11am-7pm, Fri 10am-2pm, Sat Closed, Sun 9:30am-7pm",441 Clark Ave W,Vaughan,ON,L4J 6W7,Canada,,,armandocohen@gmail.com,,2007,,(905) 709-2132,0,armandocohen@gmail.com,Japanese,$$
51726,2d9abcfdfa625744,OnnMeal,,409 College St,Toronto,ON,M5T 1T1,Canada,,,,,,,(437) 987-6465,0,,Japanese,
51727,2daaa56e0a08a581,Sushi Yama,,388 Main St E,Milton,ON,L9T 1P8,Canada,,,,,,,(905) 878-3921,0,,Japanese,
51728,2dccc375336a8092,MR POKE,,62 Barrette St,Ottawa,ON,K1L 8A5,Canada,,,,,,,(613) 869-5547,0,,Korean; Japanese,
51729,2dde61ee79cb2002,Ginsoy - Extreme Chinese,"Mon Closed, Tue-Thu 5pm-11pm, Fri-Sun 5pm-Midnight",3505 Odyssey Dr,Mississauga,ON,L5M 2S4,Canada,,,,,,,(905) 607-6111,0,,Chinese,
51730,2de32cfbf9782a1c,Asian Wok,"Mon 11:30am-9pm, Tue Closed, Wed-Thu 11:30am-9pm, Fri 11:30am-10pm, Sat Noon-10pm, Sun 2pm-9pm",1319 Commissioners Rd E,London,ON,N6M 0B8,Canada,Tay,Thai,,,,,(519) 686-8882,1,,Chinese,$
51731,2de64204bd2da33a,CHEF 88 ELITE,Daily 9am-10pm,1661 Denison St,Markham,ON,L3R 6E4,Canada,,,,,,,(905) 604-8218,0,info@chef88.ca,Chinese,$$
51732,2de65f8c2b13a5d7,Ching's Kitchen,,641 Somerset St W,Ottawa,ON,K1R 5K3,Canada,,,,,,,(613) 238-3230,0,,Japanese,$$
51733,2deec75ac382a537,Dragon Yan,"Mon Closed, Tue-Fri Noon-2pm 4am-8pm, Sat 3pm-8pm, Sun 3pm-7:30pm",422 Braidwood Ave,Peterborough,ON,K9J 1V8,Canada,Ron,K,,,2017,,(705) 750-1888,1,dragonyan422@icloud.com,Chinese,$$
51734,2e53620aa95ba91c,Nozomi,"Mon Closed, Tue-Thu 11:30am-9pm, Fri-Sat 11:30am-10pm, Sun 11:30am-9pm",3415 Bathurst St,Toronto,ON,M6A 2C1,Canada,,,,,,,(647) 676-4841,0,info@nozomi.ca,Japanese,$$
51735,2e59a158ad8aacc5,Reds,"Mon-Thu 11:30am-11pm, Fri 11:30am-1am, Sat 11am-1am, Sun 11am-10pm",100 City Centre Dr,Mississauga,ON,L5B 2C9,Canada,,,20guestresponse@sircorp.com,,,,(905) 270-9090,0,redssquareone@sircorp.com,Indian; Japanese; Italian,$$
51736,2e59f39c85fd8fb2,Sushi Kaji,"Mon-Tue Closed, Wed-Sun 6pm-10:30pm",860 The Queensway,Toronto,ON,M8Z 1N7,Canada,Mitsuhiro,Kaji,,,,,(416) 252-2166,1,kaji@bellnet.ca,Japanese,$$$$
51737,2e61a3df8abb247f,Calypso Garden,"Mon Closed, Tue-Thu 11am-8:30pm, Fri-Sat 11am-9:30pm, Sun Noon-8:30pm",83 Kennedy Rd S,Brampton,ON,L6W 3G1,Canada,Jai,Naraine,,,,,(905) 454-4477,1,,Chinese,$
51738,2e8023b9065ce80b,Good Taste and Variety Bu Dao Weng Chuan Xiang,,8 Glen Watford Dr,Toronto,ON,M1S 2C1,Canada,,,,,,,(647) 618-5633,0,,Chinese,
51739,2e940570c658f48b,Lucky Wok,Daily 3:30pm-Midnight,4033 New St,Burlington,ON,L7L 1S8,Canada,,,,,,,(905) 333-3434,0,,Chinese,$
51740,2e9751f0b1fa5edb,Hot Spicy Spicy,"Mon Noon-9pm, Tue Closed, Wed-Thu Noon-9pm, Fri-Sat Noon-9:30pm, Sun Noon-9pm",173 Ravel Rd,Toronto,ON,M2H 1T1,Canada,Shuu,Wang,,,2005,,(416) 491-8988,2,hotspicyspicytoronto@gmail.com,Szechuan; Chinese,$$
51741,2e97acde932e18a5,Choice Of The Orient,"Mon-Fri 1pm-10pm, Sat 2pm-10pm, Sun 2pm-9:30pm",9555 Yonge St,Richmond Hill,ON,L4C 9M5,Canada,James,Wong,,,,,(905) 737-7373,1,,Chinese,$$
51742,2ee466bf57c7ae42,Szechuan Express,"Mon-Sat 11am-8pm, Sun 11am-7pm",100 City Centre Dr,Mississauga,ON,L5B 2C9,Canada,,,express@szechuanszechuan.com,,,,(905) 232-3383,0,thai@szechuanszechuan.com,Chinese,$
51743,2ee992c148c016c1,Edoko,,64 Queen St,Ottawa,ON,K1P 5C6,Canada,Jian,Ren,,,,,(613) 236-8885,1,edokosteakhouse@hotmail.com,Japanese,$$
51744,2f069e747675d888,Happy Lamb Hot Pot,Daily 11:30am-11pm,2543 Warden Ave,Toronto,ON,M1W 2H5,Canada,,,,,,,(416) 916-9866,0,,Chinese,$$
51745,2f17f67e3f1af511,Hayasee Hajime: Ri Ben Shi,"Mon Closed, Tue-Sat 11:30am-10pm, Sun 2pm-10pm",5096 Dundas St W,Toronto,ON,M9A 1C2,Canada,,,,,,, ,0,,Japanese,
51746,2f29245e17d53495,Super Hakka Restaurant,"Mon-Sat 11am-11:30pm, Sun Noon-11:30pm",1801 Lawrence Ave E,Toronto,ON,M1R 2X7,Canada,Kyo,Paek,,,,,(416) 755-0855,1,jinjin1022@gmail.com,Indian; Caribbean; Chinese; Thai,$$
51747,2f4ff9396cca697c,Rose Garden Chinese Cuisine,"Mon 4pm-1:30am, Tue Closed, Wed-Thu 4pm-1:30am, Fri-Sat 4pm-2am, Sun 4pm-1:30am",492 University Ave W,Windsor,ON,N9A 5P8,Canada,,,info@windsoreats.com,,,,(519) 252-3762,0,info@windsoreats.com,Chinese,$$
51748,2f5999b3fe350062,Scarborough Buffet,,91 Rylander Blvd,Toronto,ON,M1B 5M5,Canada,,,,,,,(416) 289-7788,0,,Chinese,$$
51749,2f78581530834b0a,Tangra Villa,"Mon Closed, Tue-Fri 11am-9pm, Sat Noon-9pm, Sun Closed",411 Manhattan Dr,Markham,ON,L3P 7P4,Canada,,,tvillarestaurant@hotmail.com,,,,(905) 604-6989,0,tvillarestaurant@hotmail.com,Chinese,$
51750,2f83f0fc6314010d,Momiji Sushi Restaurant,,1801 Lakeshore Rd W,Mississauga,ON,L5J 1J6,Canada,,,,,,,(416) 670-5992,0,,Japanese,$
51751,2f9426a45d0e22f2,Hakka Hut,"Mon-Fri 11am-10pm, Sat-Sun Noon-10pm",688 Hespeler Rd,Cambridge,ON,N1R 8N7,Canada,,,jsilwal2005@gmail.com,,2016,,(519) 267-6660,0,jsilwal2005@gmail.com,Indian; Chinese; Thai,$$
51752,2fa047f28ace7317,Dragon Rolls,Daily 11am-10pm,1105 Kingston Rd,Pickering,ON,L1V 1B5,Canada,Ricky,Lin,,,,,(905) 839-9888,1,,Japanese; Chinese; Thai,$$
51753,2facfd864bc90e4f,Teafun,Daily 11:30am-Midnight,139 King St E,Hamilton,ON,L8N 1B1,Canada,,,,,,,(289) 987-6666,0,,Chinese,$
51754,2fbcef9098b27447,So Asia,,688 Hespeler Rd,Cambridge,ON,N1R 8N7,Canada,,,,,,,(647) 303-7335,0,,Indian; Chinese; Thai,
51755,2fd1ada2e8e2cadc,Happy Congee Man Zhou,"Mon 9am-8pm, Tue Closed, Wed-Sun 9am-8pm",5661 Steeles Ave E,Toronto,ON,M1V 5P6,Canada,,,,,,,(416) 835-6663,0,,Chinese,$
51756,2fe316201b36a277,China House,"Mon 3pm-9pm, Tue-Thu 11am-9pm, Fri-Sat 11am-9:30pm, Sun 11am-9pm",1540 Dufferin Ave,Chatham-Kent,ON,N8A 4Y8,Canada,Lina,Lu,,,,,(519) 627-8900,2,,Chinese,$
51757,301413af489d4f68,Kintako Japanese Restaurant,"Mon Closed, Tue-Thu 11:30am-9pm, Fri-Sat 11:30am-9:30pm, Sun 12:30pm-9pm",214 Laird Dr,Toronto,ON,M4G 3W4,Canada,Choung,Ryu,,,2014,,(416) 800-6074,2,,Korean; Japanese,$$
51758,3015db01e84cde4b,Happeace,,3160 Steeles Ave E,Markham,ON,L3R 4G9,Canada,Toshiyuki,I,,,,,(416) 951-9083,1,info@happeace.ca,Japanese,$
51759,306309930f1041ac,New Ho King,"Mon-Thu 4:20pm-3:30am, Fri-Sat 4:20pm-4:30am, Sun 4:20pm-3:30am",410 Spadina Ave,Toronto,ON,M5T 2G7,Canada,,,,,,,(416) 595-1881,0,,Chinese,$$
51760,3063c1b1fe5fe864,Shanghai Shikumen Fine Cuisine,Daily 11:30am-9pm,3225 HWY-7,Markham,ON,L3R 3P9,Canada,,,,,,,(905) 604-7166,0,,Chinese,$$$
51761,30a634c9cad463a5,Shanghai House Chinese Restaurant,,1014 Burnhamthorpe Rd E,Mississauga,ON,L4Y 2X6,Canada,James,Wu,,,1993,,(905) 270-1906,1,,Chinese,$
51762,30c578355df185f2,Rice & Roll Sushi,"Mon-Fri 11am-6pm, Sat-Sun Closed",234 Queen St,Ottawa,ON,K1P 5E4,Canada,Sue,Jung,,,,,(613) 288-2288,1,,Japanese,$
51763,30d4601b01fd1d46,Garden Restaurant,"Mon Closed, Tue-Thu 11:30am-7:30pm, Fri-Sat 11:30am-8pm, Sun Noon-7:30pm",16 Argyle St,Norfolk,ON,N3Y 1V5,Canada,L. I.,Chekin,,,,,(519) 426-4365,1,,Chinese,$
51764,30dbb46fb5242362,Hakka Wok Hei,"Mon 11am-10pm, Tue Closed, Wed-Fri 11am-10pm, Sat Noon-10pm, Sun Noon-9pm",20 Lockport Ave,Toronto,ON,M8Z 2R7,Canada,,,,,,,(647) 870-8977,0,,Chinese,$$
51765,30e0fe3d1da67544,Big Ming's Noodle Soup,,8390 Kennedy Rd,Markham,ON,L3R 0W4,Canada,,,,,,,(905) 305-0770,0,,Chinese,$
51766,30e9d96fc0bf9ccc,Canton Wok,Daily 11am-9pm,8360 Kennedy Rd,Markham,ON,L3R 9W4,Canada,,,,,,,(905) 513-0887,0,,Cantonese,
51767,30f0b3d93932e4b7,The Home Restaurant,"Mon 11:30am-10pm, Tue Closed, Wed-Sun 11:30am-10pm",368 Richmond St,London,ON,N6A 3C3,Canada,Sandy,Nicholson,,,,,(519) 601-1888,1,,Chinese,$
51768,30f490368c1a6b7b,King's Cafe,"Mon Closed, Tue-Sun 3pm-8pm",824 George St,Hearst,ON,P0L 1N0,Canada,King,Won,,,,,(705) 362-4432,1,,Chinese,$$$
51769,3106a042acc3e320,Hotopia Scarborough,"Mon-Wed 4pm-10pm, Thu Noon-10pm, Fri-Sat Noon-11pm, Sun Noon-10pm",3262 Midland Ave,Toronto,ON,M1V 0C6,Canada,,,,,,,(416) 299-0666,0,,Chinese,$$
51770,31222eed1aea0f55,Yin's Port Dover,"Mon-Thu 11am-8pm, Fri-Sat Noon-8:30pm, Sun Noon-8pm",305 Main St,Norfolk,ON,N0A 1N0,Canada,,,dineatyins@gmail.com,,,,(519) 583-1810,0,dineatyins@gmail.com,Chinese,$$$
51771,313772de883eadc3,Master M Spicy (Mississauga),,888 Dundas St E,Mississauga,ON,L4Y 4G6,Canada,,,,,,,(905) 848-2010,0,,Chinese,
51772,313a26ea1ffc22fc,Bingz Crispy Burger 西少爷肉夹馍 Fairview Mall,"Mon-Sat 11am-10pm, Sun 11am-9pm",1800 Sheppard Ave E,Toronto,ON,M2J 5A7,Canada,,,,,,,(416) 493-5987,0,,American; Chinese,
51773,314535b42d209e93,Sapporo Sushi,Daily 11am-3pm 5pm-9pm,1671 Carling Ave,Ottawa,ON,K2A 1C4,Canada,,,info@sapporosushiottawa.com,,,,(613) 729-6018,0,info@sapporosushiottawa.com,Korean; Japanese,$$
51774,3171cb670e6ae7f9,Sun Ming Restaurant,"Mon 11am-9pm, Tue Closed, Wed-Sun 11am-9pm",15 Colborne St,Kawartha Lakes,ON,K0M 1N0,Canada,Peter,Liu,,,,,(705) 887-2432,1,,Chinese,$
51775,31a108a744b22638,Shanghai One,"Mon 4pm-9pm, Tue Closed, Wed-Thu 4pm-9pm, Fri-Sun 11am-9pm",1872 Merivale Rd,Ottawa,ON,K2G 1E6,Canada,,,,,,,(613) 686-1380,0,sale@shanghaione.ca,Chinese,$$
51776,31de77b657cc5f3a,HOLO Sushi,Daily Noon-10pm,2183 Lake Shore Blvd W,Toronto,ON,M8V 0J2,Canada,,,,,,,(416) 786-1111,0,,Japanese,
51777,31dfaf9502496057,Bo Tree Plant-Based Cuisine,"Mon-Thu 11:30am-3pm 5pm-9pm, Fri 11:30am-3pm 5pm-9:30pm, Sat 11:30am-9:30pm, Sun 11:30am-9pm",4568 HWY-7,Markham,ON,L3R 1M5,Canada,,,botreecuisine@gmail.com,,2019,,(905) 940-9288,0,botreecuisine@gmail.com,Japanese; Italian; Thai,$$
51778,326eb1424f16bc2e,Golden Palace,Daily 11am-8pm,2195 Carling Ave,Ottawa,ON,K2B 7E8,Canada,Kim,Wong,,,,,(613) 820-8444,3,info@goldenpalacerestaurant.ca,Chinese,$$
51779,32774fcd2b88fbeb,Calypso Hut,,263 Queen St E,Brampton,ON,L6W 4K6,Canada,Jerry,Diamber,,,,,(905) 790-3648,1,,Canadian; Chinese,$
51780,328bdbc94f86a895,Bu Dao Weng Chuan Xiang Xiao Chao,"Mon-Thu 11am-7pm, Fri-Sat 11am-7:30pm, Sun Closed",8 Glen Watford Dr,Toronto,ON,M1S 2C1,Canada,,,,,,,(416) 546-8186,0,,Chinese,
51781,329708142284d536,Akita Sushi,Daily 11am-10pm,456 Holland St W,Bradford West Gwillimbury,ON,L3Z 0G1,Canada,Jackson,Dong,,,,,(905) 775-1688,1,dongqilang12345@gmail.com,Japanese,$
51782,32bf8de53223729c,King's Chef Chinese Restaurant,,1266 Bloor St W,Toronto,ON,M6H 1N8,Canada,,,,,,,(416) 532-8882,0,,Cantonese; Chinese,$$
51783,32e597e96f5e6eaf,Hot Star Large Fried Chicken,Daily 11:30am-7:30pm,4300 Steeles Ave E,Markham,ON,L3R 0Y5,Canada,,,hotstarca@hotmail.com,,,,(905) 470-9112,0,hotstarca@hotmail.com,Taiwanese,$$
51784,32fcf8fd2e642268,One Eyed Jack Peterborough,"Mon-Thu 11am-11pm, Fri-Sat 9am-Midnight, Sun 9am-10pm",116 Lansdowne St E,Peterborough,ON,K9J 7N9,Canada,Sudahar,Shanmugarajah,,,,,(705) 745-0060,1,uxbridge@oneeyedjackpub.com,Canadian; American; Chinese,$$
51785,32fd10e49f8d2d32,On The Rocks,"Mon-Tue Noon-11pm, Wed-Fri Noon-1am, Sat 2pm-1am, Sun 2pm-11pm",169 Front St E,Toronto,ON,M5A 3Z4,Canada,Jacky,Tran,,,1993,,(416) 862-2901,1,ontherocks169@gmail.com,Chinese; Thai,$$
51786,32ffbfcab84af751,Golden Leaf Restaurant,Daily 2:30pm-9pm,357 Kerr St,Oakville,ON,L6K 3B9,Canada,,,,,,,(905) 842-4949,0,,Chinese,
51787,330abd5fb60f8937,Divine Dumplings,,900 Rathburn Rd W,Mississauga,ON,L5C 4L3,Canada,,,,,,,(647) 676-7006,0,,Chinese,$
51788,33226bc8b56cb0da,Double Sushi,"Mon 11:30am-9:30pm, Tue Closed, Wed-Thu 11:30am-9:30pm, Fri-Sat 11:30am-10pm, Sun 11:30am-9:30pm",2795 Danforth Ave,Toronto,ON,M4C 1M2,Canada,,,,,,,(416) 698-2168,0,,Japanese,$$
51789,33232f3b8ac4fd1f,Small Port Restaurant Kun Ming Xiao Guo -Xie Xie La,,155 Consumers Rd,Toronto,ON,M2J 0A3,Canada,,,,,,,(647) 335-8550,0,,Chinese,
51790,33469068a49741ac,YUKI SUSHI (Dufferin),,3259 Dufferin St,Toronto,ON,M6A 2T2,Canada,,,,,,,(416) 781-8433,0,,Japanese,$
